lst,epoch,total_staked,daily_stake,daily_unstake,daily_net,tvl_sol
jSOL,420,341783.140454344,-94729.077122771,2669.820983045,-92059.256139726,341783.440358556
mSOL Native,420,186107.78019645,-11.795580758,708.213734481,696.418153723,186110.224465609
scnSOL,420,90026.017866901,-239.829595506,44.335942513,-195.493652993,90026.151448925
bSOL,420,30594.786998988,-66.667432005,998.576607448,931.909175443,30599.226567636
mSOL Liquid,419,4618899.7222959,-44400.275721095,339899.072289539,295498.796568444,4618900.93277581
stSOL,419,2398103.62286203,0.0,2398103.62286203,2398103.62286203,2398103.66851962
jito,419,479563.12287587,-23590.052454459,2404.642706012,-21185.409748447,479570.556398964
jSOL,419,433842.39659407,0.0,205.576398336,205.576398336,433842.668529721
mSOL Native,419,185889.407097279,-270.388186235,757.012442107,486.624255872,185891.829961559
scnSOL,419,89962.541110088,0.0,43.870325089,43.870325089,89962.67080187
bSOL,419,29662.877823545,-1402.24980291,27.05443594,-1375.19536697,29667.316713145
mSOL Liquid,418,4366853.41137049,-169672.586260287,61605.019625226,-108067.566635061,4366854.48317629
stSOL,418,2395692.67526338,0.0,2395692.67526338,2395692.67526338,2395692.72092098
jito,418,500748.532624317,-1518.907539861,1245.820040104,-273.087499757,500755.91685853
jSOL,418,433636.820195734,-107019.057458041,96.580209477,-106922.477248564,433637.073818133
mSOL Native,418,185281.777334503,-4994.606553331,444.863386262,-4549.743167069,185284.109361448
scnSOL,418,89918.670784999,-1.685e-06,359.514432198,359.514430513,89918.797868961
bSOL,418,31038.073190515,-591.721373616,763.672038853,171.950665237,31042.511394345
mSOL Liquid,417,4509155.24412214,-54547.409861888,191400.743989602,136853.334127714,4509156.26148804
stSOL,417,2389399.43482047,0.0,2389399.43482047,2389399.43482047,2389399.48047807
jSOL,417,540559.297444298,0.0,261.097322315,261.097322315,540559.525317454
jito,417,501021.620124074,-808.162467262,20710.749588865,19902.587121603,501028.949993662
mSOL Native,417,189224.367660063,-97.022688524,93.964657643,-3.058030881,189226.567556835
scnSOL,417,89879.606354486,-91.394422637,45.044908732,-46.349513905,89879.734165535
bSOL,417,30866.119525278,-995.529263657,996.329856244,0.800592587,30870.337569815
mSOL Liquid,416,4510903.45021255,-10059.11164332,350177.823205754,340118.711562434,4510904.36793032
stSOL,416,2338758.17307973,-16507.412376245,470455.798549211,453948.386172966,2338758.21873733
jSOL,416,540298.200121983,0.0,264.115730248,264.115730248,540298.393057446
jito,416,481119.033002471,-8763.301012768,890.372554876,-7872.928457892,481126.273500732
mSOL Native,416,211273.769372857,-3.665372905,247.588766129,243.923393224,211276.191556557
scnSOL,416,89616.869125191,-1.2979e-05,44.354434048,44.354421069,89616.991866062
bSOL,416,30866.423932691,-387.638791697,5057.781253462,4670.142461765,30873.163155873
mSOL Liquid,415,4537358.93149684,-52625.610573532,155927.649992282,103302.03941875,4537359.90400372
stSOL,415,2342078.81845931,-11433.159446059,814517.398464648,803084.239018589,2342078.86411691
jSOL,415,540034.084391735,0.0,264.808782099,264.808782099,540034.260408066
jito,415,489716.405829095,-65448.806903356,46491.83699038,-18956.969912976,489723.604164983
mSOL Native,415,216632.481659065,-1057.120726079,143.785020998,-913.335705081,216634.873133603
scnSOL,415,89572.514704122,0.0,44.212547035,44.212547035,89572.635961028
bSOL,415,26196.281470926,-4630.92330991,107.417943339,-4523.505366571,26203.020149307
mSOL Liquid,414,4490929.75707695,-100503.559895273,177775.804445107,77272.244549834,4490930.77509984
stSOL,414,2325191.38847832,-59169.944741279,832265.666380861,773095.721639582,2325191.43413592
jSOL,414,539769.275609636,0.0,266.292190507,266.292190507,539769.451625967
jito,414,463677.721913982,-400.117770346,9835.295427769,9435.177657423,463678.14466203
mSOL Native,414,239099.148790584,-5041.278210333,559.491395216,-4481.786815117,239101.547705671
scnSOL,414,89528.302157087,-3e-09,138.718034762,138.718034759,89528.423413993
bSOL,414,30719.786837497,-481.057920372,465.938896504,-15.119023868,30726.525515878
mSOL Liquid,413,4597586.1162075,-17286.253501653,156450.142143911,139163.888642258,4597587.16308081
stSOL,413,2376872.1987084,0.0,2376872.1987084,2376872.1987084,2376872.244366
jSOL,413,539502.983419129,0.0,272.816875175,272.816875175,539503.149637374
jito,413,463875.038317539,-3385.506595142,11708.048574909,8322.541979767,463875.436540658
mSOL Native,413,296867.084879556,-2349.957272225,18032.82865298,15682.871380755,296869.527103159
scnSOL,413,89389.584122328,-183.212362141,23.055572329,-160.156789812,89389.704132781
bSOL,413,30734.905861365,-300.813773855,282.410466993,-18.403306862,30741.644115172
mSOL Liquid,412,4553129.13115721,-51375.657117695,69235.879193807,17860.222076112,4553130.19180472
stSOL,412,2352749.46135271,-11762.855088807,1768616.8592302,1756854.00414139,2352749.50701031
jSOL,412,539230.166543954,-48.628468819,246.113988358,197.485519539,539230.322829465
jito,412,454288.483339149,-5415.973089844,9208.356064128,3792.382974284,454288.844191356
mSOL Native,412,381142.78321252,-9054.084056995,14086.82205515,5032.737998155,381145.269013219
scnSOL,412,89549.74091214,-69.939781366,36.005027128,-33.934754238,89549.85950373
bSOL,412,30753.309168227,-411.514338206,136.082170447,-275.432167759,30760.047009026
mSOL Liquid,411,4552007.99001542,-15692.125290692,117076.504337148,101384.379046456,4552009.04850578
stSOL,411,2355913.03247726,-10302.766742483,805605.839416324,795303.072673841,2355913.07813486
jSOL,411,539032.681024415,0.0,269.317793127,269.317793127,539032.824547875
jito,411,453320.594525545,-10889.538477342,10121.36777201,-768.170705332,453320.911793266
mSOL Native,411,367463.793870909,-14435.017814414,12675.805115215,-1759.212699199,367466.153185733
scnSOL,411,89583.675666378,-39.973211109,141.556592556,101.583381447,89583.792274654
bSOL,411,31028.741335986,-441.619157885,1510.930042963,1069.310885078,31035.478682128
mSOL Liquid,410,4513202.68851195,-39602.575828237,119360.570423375,79757.994595138,4513203.65188731
stSOL,410,2402253.65665,0.0,2402253.65665,2402253.65665,2402253.7023076
jSOL,410,538763.363231288,0.0,272.208119603,272.208119603,538763.481764302
jito,410,453828.697687272,-1486.257988181,7414.206012597,5927.948024416,453828.943563674
mSOL Native,410,380403.781115001,-86.141895759,12801.797108634,12715.655212875,380406.145768769
scnSOL,410,89791.179028131,-190.913271941,42.279330481,-148.63394146,89791.294915933
bSOL,410,29959.430450908,-475.704960744,822.570422788,346.865462044,29966.166974296
mSOL Liquid,409,4546421.10804112,-6395.57767309,128010.653504329,121615.075831239,4546422.15054257
stSOL,409,2368193.05097021,0.0,2368193.05097021,2368193.05097021,2368193.09662781
jSOL,409,538491.155111685,0.0,272.584420918,272.584420918,538491.273644699
jito,409,447488.49320408,-10050.191732932,2896.850250186,-7153.341482746,447488.734514722
mSOL Native,409,354688.851355766,-12508.728980112,310.399118949,-12198.329861163,354691.218292414
scnSOL,409,89439.812969591,-263.692645681,33.499783403,-230.192862278,89439.926574513
bSOL,409,29612.564988864,-772.432412748,800.228205716,27.795792968,29619.292380732
mSOL Liquid,408,4467947.06413042,-79671.532646746,210917.915202468,131246.382555722,4467948.06114938
stSOL,408,2385440.39923831,0.0,2385440.39923831,2385440.39923831,2385440.44489591
jSOL,408,538218.570690767,0.0,273.306834335,273.306834335,538218.679073905
jito,408,457351.445248657,-5979.408835069,2796.42483492,-3182.984000149,457351.659319013
mSOL Native,408,392421.584504281,0.0,4418.597234989,4418.597234989,392423.985397853
scnSOL,408,89670.005831869,-241.661048898,23.258073081,-218.402975817,89670.117618036
bSOL,408,29584.769195896,-1817.872130626,2716.143648587,898.271517961,29591.480220616
mSOL Liquid,407,4380489.52634832,-100532.66973851,37189.118979028,-63343.550759482,4380490.46917776
stSOL,407,2380491.95383189,0.0,2380491.95383189,2380491.95383189,2380491.99948949
jSOL,407,537945.263856432,0.0,268.611543328,268.611543328,537945.356446487
jito,407,460535.430250242,-1762.650136844,14711.439321303,12948.789184459,460535.582407131
mSOL Native,407,381952.897381303,-4179.304384684,280.783626371,-3898.520758313,381955.288024626
scnSOL,407,89888.408807686,-592.252799237,333.588886413,-258.663912824,89888.51941649
bSOL,407,28686.497677935,-3694.166659838,7851.022559622,4156.855899784,28693.196614392
mSOL Liquid,406,4513047.13425683,-46314.961831484,206360.853573364,160045.89174188,4513048.10219795
stSOL,406,2372485.67438612,0.0,2372485.67438612,2372485.67438612,2372485.72004372
jSOL,406,537676.652313104,0.0,274.433739714,274.433739714,537676.73763889
jito,406,447586.641065783,-2571.118572455,168.785551192,-2402.333021263,447586.757584307
mSOL Native,406,400034.232995826,-1.062312699,76360.079466353,76359.017153654,400036.669205962
scnSOL,406,90406.043130316,-15.783806028,102.442300608,86.65849458,90406.155018954
bSOL,406,24529.641778151,-3531.83751824,2585.577807189,-946.259711051,24536.239919181
mSOL Liquid,405,4494060.49328806,-28419.076959051,202903.06018997,174483.983230919,4494061.49311535
stSOL,405,2363048.82658174,-1319.940536357,1770646.31407089,1769326.37353453,2363048.87223934
jSOL,405,537402.21857339,0.0,271.355292458,271.355292458,537402.303899176
jito,405,449988.974087046,-2833.575519061,20798.061216228,17964.485697167,449989.09060557
mSOL Native,405,401783.012423081,-13229.118914045,13212.006435945,-17.1124781,401785.866471393
scnSOL,405,90094.050331085,-84.416456697,43673.516614119,43589.100157422,90094.159936843
bSOL,405,25475.901489202,-4884.803731172,1618.529473049,-3266.274258123,25482.479084312
mSOL Liquid,404,4437259.29556863,-59388.504604381,259339.387823583,199950.883219202,4437260.26350975
stSOL,404,2356817.02541729,0.0,2356817.02541729,2356817.02541729,2356817.07107489
jSOL,404,537130.863280932,0.0,270.645330956,270.645330956,537130.934073209
jito,404,432025.489392273,-2559.903186079,14214.543639452,11654.640453373,432025.561785991
mSOL Native,404,424815.162668295,-162.211111411,291.797900808,129.586789397,424818.150980163
scnSOL,404,46504.950173663,-44014.581980358,1.357322392,-44013.224657966,46505.05975196
bSOL,404,28742.175747325,-188.885020307,4538.633329405,4349.748309098,28748.684240713
mSOL Liquid,403,4398465.79788288,-148115.17154679,1011.066359245,-147104.105187545,4398466.77955091
stSOL,403,2369245.59729973,0.0,2369245.59729973,2369245.59729973,2369245.64295733
jSOL,403,536860.217949976,-46.419444497,246.423750725,200.004306228,536860.288742253
mSOL Native,403,437537.21607929,-1.69520149,1380.508143406,1378.812941916,437540.275160438
jito,403,436930.958946793,-4864.390620647,37824.247981619,32959.857360972,436931.033623391
scnSOL,403,90518.174831629,-203.427385397,398.155958861,194.728573464,90518.284409926
bSOL,403,24392.427438227,-4793.595252596,10.748631891,-4782.846620705,24398.646005855
mSOL Liquid,402,4570648.16480209,0.0,186123.451050987,186123.451050987,4570649.17385004
stSOL,402,2348141.00741945,0.0,2348141.00741945,2348141.00741945,2348141.05307705
jSOL,402,536660.213643748,0.0,267.002231521,267.002231521,536660.282152475
mSOL Native,402,437999.520772334,-39.105942802,13019.691384737,12980.585441935,438002.563870497
jito,402,403971.101585821,-16758.551792036,7486.553484277,-9271.998307759,403971.162520907
scnSOL,402,90323.446258165,-1394.922614205,531.610974413,-863.311639792,90323.55583645
bSOL,402,29175.274058932,-525.539901652,5911.832056935,5386.292155283,29181.492626372
mSOL Liquid,401,4384527.52635502,-86627.766097521,181933.563265489,95305.797167968,4384528.49960375
stSOL,401,2348710.93962214,-6280.635190748,350451.463880272,344170.828689524,2348710.98528696
jSOL,401,536393.211412227,-1.032531304,246.680593182,245.648061878,536393.279918203
mSOL Native,401,437258.658990269,-213.080399011,23428.85822638,23215.777827369,437261.6792579
jito,401,413243.09989358,-4163.202460815,25582.700572213,21419.498111398,413243.160806611
scnSOL,401,91186.757897957,-428.896353796,2.62e-07,-428.896353534,91186.867476242
bSOL,401,23788.981903649,-3076.106178863,5877.24728936,2801.141110497,23789.31520632
mSOL Liquid,400,4412351.93275866,-157525.321863436,73010.069182509,-84515.252680927,4412352.92124571
stSOL,400,2353999.2495415,-26625.101646284,589747.29881107,563122.197164786,2353999.2951991
jSOL,400,536147.563350349,0.0,250.926997013,250.926997013,536147.631850788
mSOL Native,400,419074.225090744,-294.078024462,9863.961617217,9569.883592755,419077.227085672
jito,400,391823.601782182,-16578.107513265,12522.359221477,-4055.748291788,391823.659317817
scnSOL,400,91615.654251491,-185.172051574,254.323516498,69.151464924,91615.763829774
bSOL,400,20987.840793152,-501.471409668,171.559479995,-329.911929673,20988.169528046
mSOL Liquid,399,4552316.87745143,-73014.854937058,133395.598701324,60380.743764266,4552317.85680926
stSOL,399,2380024.35867209,0.0,2380024.35867209,2380024.35867209,2380024.40432969
jSOL,399,535896.636353336,-16.967072855,45229.424549994,45212.457477139,535896.704853775
mSOL Native,399,413891.441561676,-3079.486252882,191.3173037,-2888.168949182,413894.306583804
jito,399,395879.35007397,-4961.006126286,17468.225400328,12507.219274042,395879.407609605
scnSOL,399,91546.502786567,-378.258210382,63.535492445,-314.722717937,91546.61236485
bSOL,399,21317.752722825,-160.976508736,695.842388596,534.86587986,21318.081457719
mSOL Liquid,398,4654277.26760444,-46012.930399384,122748.210073153,76735.279673769,4654278.28348804
stSOL,398,2372422.31071174,0.0,2372422.31071174,2372422.31071174,2372422.35636934
jSOL,398,535684.178876197,-17.882927002,45230.788392401,45212.905465399,535684.261073545
mSOL Native,398,419235.47808685,-8314.436567323,8900.814326236,586.377758913,419238.450404008
jito,398,383372.130799928,0.0,16567.561187231,16567.561187231,383372.18605141
scnSOL,398,91861.225504504,-112.520371059,176.016321798,63.495950739,91861.335082787
bSOL,398,20782.886842965,-720.762533118,539.692497989,-181.070035129,20783.215577851
mSOL Liquid,397,4661498.34887638,-81435.564013344,315489.716781172,234054.152767828,4661499.36932797
stSOL,397,2328720.74325775,0.0,2328720.74325775,2328720.74325775,2328720.78891536
jSOL,397,490471.273410798,-0.427750518,473.727547994,473.299797476,490471.341910536
mSOL Native,397,417813.556299034,-232.292891162,23494.397203285,23262.104312123,417816.501221344
jito,397,382384.592080713,0.0,35764.245242539,35764.245242539,382384.649613975
scnSOL,397,91797.729553765,-4506.956368033,78.349414355,-4428.606953678,91797.839132048
bSOL,397,20963.956878094,-594.268941673,3179.826198686,2585.557257013,20964.285612974
mSOL Liquid,395,4555681.85724463,-96953.270915914,136943.901862468,39990.630946554,4555682.86171395
stSOL,395,2308648.26501456,-13792.819017158,806305.516510667,792512.697493509,2308648.31067216
jSOL,395,537994.109690145,-66.819889774,223.442478287,156.622588513,537994.189603522
mSOL Native,395,406767.492073048,-8831.621810892,12341.060192512,3509.43838162,406770.343396744
jito,395,359153.017174534,-636.271862517,17905.805718612,17269.533856095,359153.076975663
scnSOL,395,96226.336507443,-21554.742674941,1466.061134666,-20088.681540275,96226.446085726
bSOL,395,18378.399621081,0.0,13332.501725278,13332.501725278,18378.726072988
mSOL Liquid,394,4558661.1174511,-35115.57743872,165566.052290757,130450.474852037,4558662.1310512
stSOL,394,2325906.6992538,-33300.769579797,580745.008743936,547444.239164139,2325906.74491141
jSOL,394,537837.487101632,-35.407021103,250.013112345,214.606091242,537837.567014591
mSOL Native,394,411821.903321247,-14260.20506897,18163.087775851,3902.882706881,411824.820848164
jito,394,359667.801302423,-14481.914754166,20496.064853236,6014.15009907,359667.888497042
scnSOL,394,117948.48256014,-11523.506005722,7157.339647112,-4366.16635861,117948.601269943
bSOL,394,18401.710829101,-1940.899682602,13486.276886675,11545.377204073,18402.272417647
mSOL Liquid,393,4580044.26680765,-65670.960313304,101440.315424411,35769.355111107,4580045.26899426
stSOL,393,2369354.82917415,-96071.631854075,235417.974341994,139346.342487919,2369354.87483175
jSOL,393,537622.88101039,-63.62631128,309.968440355,246.342129075,537622.960923125
mSOL Native,393,387274.618445932,-8443.207963583,24558.707409163,16115.49944558,387277.380736829
jito,393,351443.557937202,0.0,19691.434747356,19691.434747356,351443.6154537
scnSOL,393,111053.13464302,-8563.06517402,1461.816189395,-7101.248984625,111053.244221303
bSOL,393,6174.14575206,-886.17316106,837.603449086,-48.569711974,6174.469921085
mSOL Liquid,392,4687465.99159422,-27806.231188221,124268.519729345,96462.288541124,4687467.00519544
stSOL,392,2478350.53131251,-555.226760334,987807.322630017,987252.095869683,2478350.57697012
jSOL,392,537376.538881315,0.0,262.481268072,262.481268072,537376.618793586
mSOL Native,392,407046.10723282,-8508.110015373,16148.507440608,7640.397425235,407049.020193501
jito,392,331752.126475743,-557.411072262,89.728929053,-467.682143209,331752.183991185
scnSOL,392,118154.383627645,-25.111279633,260.345747039,235.234467406,118154.493205928
bSOL,392,6222.715464034,-0.898501595,2.637973556,1.739471961,6223.039633058
mSOL Liquid,391,4634771.95719774,-48513.879576501,187236.436120665,138722.556544164,4634772.94797016
stSOL,391,2483298.39338222,0.0,2483298.39338222,2483298.39338222,2483298.43903982
jSOL,391,537114.057613243,0.0,284.268525195,284.268525195,537114.137525047
mSOL Native,391,400371.583723856,-2038.73513617,28205.950631221,26167.215495051,400374.327751128
jito,391,332219.808618952,-14394.786190593,2801.124144277,-11593.662046316,332219.866132964
scnSOL,391,117919.149160239,-39.72223189,10790.641973724,10750.919741834,117919.258738522
bSOL,391,6220.975992073,-2044.780188212,2.625351569,-2042.154836643,6221.300161096
mSOL Liquid,390,4563919.11182828,-91073.286124984,135571.855574349,44498.569449365,4563920.08661984
stSOL,390,2419065.04051408,0.0,2419065.04051408,2419065.04051408,2419065.08617168
jSOL,390,536829.789088048,-16.379494271,250.359015026,233.979520755,536829.868999302
mSOL Native,390,415562.513847715,0.0,454.940395305,454.940395305,415565.305815153
jito,390,343813.470665268,-98.625157445,26254.351373847,26155.726216402,343813.528178173
scnSOL,390,107168.229418405,-10772.978591636,11287.222427406,514.24383577,107168.338996688
bSOL,390,8263.130828716,0.0,1975.275453503,1975.275453503,8263.454997737
mSOL Liquid,389,4677764.12034303,0.0,116219.923999874,116219.923999874,4677765.57453966
stSOL,389,2396648.83504294,-10259.514832945,249060.147814117,238800.632981172,2396648.90581222
jSOL,389,536595.809567293,0.0,266.18023537,266.18023537,536595.889477829
mSOL Native,389,415111.363544583,-257.557317855,12523.972610409,12266.415292554,415114.15322881
jito,389,317657.744448866,-152.302590785,4371.476071628,4219.173480843,317657.799677217
scnSOL,389,107779.739323117,-10176.2017227,1128.475900479,-9047.725822221,107779.855750034
bSOL,389,6519.340853348,-1872.408049452,216.229636108,-1656.178413344,6519.813409569
mSOL Liquid,388,4598483.9211044,-38993.851274285,189038.723747747,150044.872473462,4598484.87991607
stSOL,388,2397944.96165937,-1734.202580013,2158884.2185419,2157150.01596188,2397945.00731697
jSOL,388,536329.629331923,0.0,282.02092694,282.02092694,536329.709242459
mSOL Native,388,403922.630458426,-9795.785598505,23430.943258929,13635.157660424,403925.305998653
jito,388,313438.570968023,-6860.509276129,3427.510041939,-3432.99923419,313438.626196374
scnSOL,388,116788.191803898,-36.678561019,525.225771068,488.547210049,116788.301382175
bSOL,388,8158.289127147,-327.005950294,7.670594075,-319.335356219,8158.611013288
mSOL Liquid,387,4573293.81791854,-18585.828589463,95862.959485388,77277.130895925,4573294.8109759
stSOL,387,2404459.05130359,0.0,2404459.05130359,2404459.05130359,2404459.09696119
jSOL,387,536047.608404983,0.0,268.452588011,268.452588011,536047.688315241
mSOL Native,387,391209.267366516,-2477.234069608,4777.605301852,2300.371232244,391211.872137307
jito,387,323054.68619858,-102.190283717,5711.288400991,5609.098117274,323054.796214822
scnSOL,387,116299.644593849,-150.563755026,46.884210091,-103.679544935,116299.754172099
bSOL,387,8477.624483366,0.0,1318.581613629,1318.581613629,8477.946369507
mSOL Liquid,386,4629789.88065893,-18870.089672975,127910.122844306,109040.033171331,4629790.89426051
stSOL,386,2395753.93609393,0.0,2395753.93609393,2395753.93609393,2395753.98175152
jSOL,386,535779.155816972,0.0,11793.938633523,11793.938633523,535779.235727027
mSOL Native,386,395880.72464315,-84.402852526,4578.216016172,4493.813163646,395883.322565133
jito,386,316839.776544294,-237.162238639,753.662612,516.500373361,316839.836333249
scnSOL,386,116403.324138784,-218.70880963,336.80395185,118.09514222,116403.433717034
bSOL,386,7159.042869737,-999.447008744,2.949163573,-996.497845171,7159.364755876
mSOL Liquid,385,4558435.29414862,-28748.869805376,186678.62581203,157929.756006654,4558436.29176933
stSOL,385,2384120.89040391,0.0,2384120.89040391,2384120.89040391,2384120.93606151
jSOL,385,523985.217183449,0.0,353.104305781,353.104305781,523985.297093302
mSOL Native,385,393728.170531961,-2048.17459522,21657.651055034,19609.476459814,393730.759322304
jito,385,316712.233829895,-379.613461589,727.86724987,348.253788281,316712.295897555
scnSOL,385,116285.228996564,-15.810990576,51.633789054,35.822798478,116285.338574814
bSOL,385,8155.540714908,-5.661840932,105.074060211,99.412219279,8155.862601044
mSOL Liquid,384,4439164.11768394,-83738.068364812,233888.376124339,150150.307759527,4439165.06736408
stSOL,384,2339425.569756,0.0,2339425.569756,2339425.569756,2339425.6154136
jSOL,384,523632.112877668,0.0,248.164002108,248.164002108,523632.192787289
mSOL Native,384,393273.861278033,-2907.668686351,10098.728531108,7191.059844757,393276.445502504
jito,384,316580.833919664,-625.006428437,3482.81769769,2857.811269253,316580.943924761
scnSOL,384,116249.406198086,0.0,75.109561387,75.109561387,116249.515776336
bSOL,384,8056.128495629,-19.524032675,22.333431088,2.809398413,8056.450381763
mSOL Liquid,383,4430325.86660749,-137658.83405163,50138.145497269,-87520.688554361,4430326.84596517
jSOL,383,523383.94887556,0.0,264.953673966,264.953673966,523384.02878496
mSOL Native,383,377547.358616671,-9064.380444642,733.660549629,-8330.719895013,377549.858374445
jito,383,312851.478918567,0.0,989.330430783,989.330430783,312851.534130879
scnSOL,383,116174.296636699,-68.240753643,173.727310656,105.486557013,116174.406214939
bSOL,383,8053.319097216,0.0,4.086503219,4.086503219,8053.640983338
mSOL Liquid,382,4566687.72462319,-148108.166160676,1282.60353253,-146825.562628146,4566688.69029537
stSOL,382,2335024.02184976,-20222.52754008,218033.628445223,197811.100905143,2335024.06979024
jSOL,382,523118.995201594,0.0,268.98476289,268.98476289,523119.075110785
mSOL Native,382,394193.923738727,-515.128481668,511.337031095,-3.791450573,394196.530791721
jito,382,312694.741767668,-243.934641457,697.397077419,453.462435962,312694.849482982
scnSOL,382,116108.083421126,-129.404675178,151.674932305,22.270257127,116108.195282246
bSOL,382,8049.232593997,0.0,335.454430864,335.454430864,8049.554480117
mSOL Liquid,381,4768833.22081956,-27419.060435304,237158.024681937,209738.964246633,4768834.21398616
stSOL,381,2345169.21354646,-12111.791165005,765330.66287976,753218.871714755,2345169.26148694
jSOL,381,522850.010438704,0.0,283.566202279,283.566202279,522850.090346672
mSOL Native,381,394783.6229948,-176.039593514,6219.389311878,6043.349718364,394786.227764391
jito,381,311955.748474214,-1062.20390556,1468.680454102,406.476548542,311955.805948188
scnSOL,381,116085.813163999,-65.579214786,156.989709461,91.410494675,116085.925025119
bSOL,381,7713.778163133,0.0,4.071099376,4.071099376,7714.10004925
mSOL Liquid,380,4735478.47854056,-75750.645999305,192475.848789113,116725.202789808,4735479.6794373
stSOL,380,2369835.52416549,-9875.618824727,1701367.20915738,1691491.59033265,2369835.62004645
jSOL,380,522566.444236425,0.0,267.764670187,267.764670187,522566.524138086
mSOL Native,380,394112.755518574,-988.478028304,8462.25250281,7473.774474506,394115.358002107
jito,380,311534.272399185,-588.166027874,422.669862797,-165.496165077,311534.327422123
scnSOL,380,115994.402669324,-207.343569662,207.288589836,-0.054979826,115994.514530444
bSOL,380,7709.707063757,0.0,4.025788389,4.025788389,7710.028949855
mSOL Liquid,379,4657953.32085513,-123571.136698166,201374.510231441,77803.373533275,4657954.26368457
stSOL,379,2372675.00257746,0.0,2372675.00257746,2372675.00257746,2372675.05051793
jSOL,379,522298.679566238,0.0,276.721783846,276.721783846,522298.759467729
mSOL Native,379,388834.52080634,-4794.668051034,5541.287690284,746.61963925,388837.086763714
jito,379,311699.768564262,-293.037101881,156.461047736,-136.576054145,311699.823434276
scnSOL,379,116008.45536627,-161.635394337,197.08901459,35.453620253,116008.56951027
bSOL,379,7705.681275368,0.0,4.074580753,4.074580753,7706.003161466
mSOL Liquid,378,4655269.89426936,-78033.440233586,300124.847627764,222091.407394178,4655270.72067274
stSOL,378,2341876.9224265,0.0,2341876.9224265,2341876.9224265,2341876.97036698
jSOL,378,522021.957782392,-3.318398792,261.444947998,258.126549206,522022.037683883
mSOL Native,378,389214.447613085,-5179.428355588,5323.43600246,144.007646872,389217.027267739
jito,378,311839.679263479,-722.77879243,6897.255882831,6174.477090401,311839.736416373
scnSOL,378,115973.001746017,-77.569308055,49.172043842,-28.397264213,115973.111324257
bSOL,378,7701.606694615,0.0,25.117736241,25.117736241,7701.928580713
mSOL Liquid,377,4662865.79292248,-139261.050622409,362957.291974099,223696.24135169,4662866.58964832
stSOL,377,2308106.22263225,-31496.883740172,212144.264316748,180647.380576576,2308106.27057273
jSOL,377,521763.831233186,-6.212493957,295.301471186,289.088977229,521763.911134529
mSOL Native,377,394172.986153737,-38.797318501,19697.012861362,19658.215542861,394175.536130888
jito,377,305649.970634379,-1252.566919079,0.0,-1252.566919079,305650.025503863
scnSOL,377,116001.39901023,-513.194776815,441.745270319,-71.449506496,116001.50858847
bSOL,377,7676.488958374,0.0,4.000991367,4.000991367,7676.810844472
mSOL Liquid,376,4704098.39848076,-141016.774793333,253472.261729887,112455.486936554,4704099.27193483
stSOL,376,2342922.57906873,-11276.043312122,1455837.42106513,1444561.37775301,2342922.62700921
jSOL,376,521474.742255957,0.0,304.186001136,304.186001136,521474.82215712
mSOL Native,376,388899.794836076,-6886.009532536,10376.463273256,3490.45374072,388902.237517803
jito,376,307253.915283024,-19668.281530167,60.181330017,-19608.10020015,307254.024941162
scnSOL,376,116072.848516726,0.0,1255.76721634,1255.76721634,116072.958094966
bSOL,376,7672.487967007,0.0,4.03892411,4.03892411,7672.807570225
mSOL Liquid,375,4696466.96096379,-177026.465392534,200410.782157955,23384.316765421,4696467.81851014
stSOL,375,2340117.82191937,-1122.150673501,664819.161903576,663697.011230075,2340117.86985984
jSOL,375,521170.556254821,0.0,15984.546113313,15984.546113313,521170.636155805
mSOL Native,375,384191.652718243,-4444.953444857,18918.862584745,14473.909139888,384194.068005355
jito,375,311702.943510094,0.0,4554.437515121,4554.437515121,311702.998376839
scnSOL,375,114817.081300386,0.0,208.159550753,208.159550753,114817.190878626
bSOL,375,7668.449042897,0.0,108.876761658,108.876761658,7668.768646115
mSOL Liquid,374,4723002.33801319,-114657.460841099,19607.756345716,-95049.704495383,4723003.21603209
stSOL,374,2343421.47376978,-50105.991929981,771419.386224786,721313.394294805,2343421.52171026
jSOL,374,505186.010141508,-15784.601788877,253.323720144,-15531.278068733,505186.090042308
mSOL Native,374,374835.193421223,-10.865944171,1292.849866091,1281.98392192,374837.572182196
jito,374,307148.505994973,0.0,258438.309037451,258438.309037451,307148.56078626
scnSOL,374,114608.921749633,-317.368462344,60.593326404,-256.77513594,114609.029044993
bSOL,374,7559.572281239,-16.434777468,4671.393195092,4654.958417624,7559.878187159
mSOL Liquid,373,4896595.95342879,-169045.267244573,5211.271679166,-163833.995565407,4896596.82459823
stSOL,373,2399594.80084646,0.0,2399594.80084646,2399594.80084646,2399594.84878694
jSOL,373,520717.288210241,0.0,261.567948306,261.567948306,520717.368111041
mSOL Native,373,373599.590398552,0.0,233.42567031,233.42567031,373601.861864152
scnSOL,373,114865.696885573,-130.034468095,59.990909747,-70.043558348,114865.804180933
jito,373,48710.196957522,-304.04171299,2155.638787393,1851.597074403,48710.242615327
bSOL,373,2904.613863615,0.0,2422.183504683,2422.183504683,2904.919769535
mSOL Liquid,372,5081522.4627317,-358994.020725271,3181.770578348,-355812.250146923,5081523.33161821
stSOL,372,2471765.48668232,-299303.970863735,717749.480500151,418445.509636416,2471765.5346228
jSOL,372,520455.720261935,-1903.562685612,272.726016905,-1630.836668707,520455.800162735
