lst,epoch,total_staked,daily_stake,daily_unstake,daily_net,tvl_sol
scnSOL,669,3.31042077,0.0,0.001408913,0.001408913,37.63524126
jito,668,13236759.291788,-23693.673581071,170588.531295781,146894.85771471,13236928.893345
mSOL Liquid,668,4856337.00509217,-96474.144305094,76018.535373907,-20455.608931187,4856513.88670609
mSOL Native,668,2407890.3876999,-32053.090949503,93799.126221528,61746.035272025,2410145.52487881
bSOL,668,1870116.7391608,-34908.903788252,44964.16013323,10055.256344978,1870137.24314186
mrgnLST,668,427581.926519347,-32.503604917,1215.458277182,1182.954672265,427590.538323383
jSOL,668,319475.882491179,-4253.805762561,20609.429972582,16355.624210021,319480.048449406
stSOL,668,74863.216090901,-131.29767192,4.978625775,-126.319046145,74863.243485461
scnSOL,668,3.309011857,0.0,0.001398963,0.001398963,37.633801497
jito,667,13089864.4431304,-84212.693589073,50895.485476702,-33317.208112371,13090097.583246
mSOL Liquid,667,4876792.61402336,-97346.949567024,102471.232857851,5124.283290827,4877016.66108088
mSOL Native,667,2405254.50932821,-51094.415187181,138185.874742348,87091.459555167,2407508.27228648
bSOL,667,1860762.32755124,-50844.425595838,24083.115961993,-26761.309633845,1860787.88262064
mrgnLST,667,426398.977179206,-1750.746711523,165.195921454,-1585.550790069,426412.150596255
jSOL,667,305247.901097451,-13120.878691199,21689.338965057,8568.460273858,305253.428356271
stSOL,667,74989.535137046,-222.155371087,7.484907059,-214.670464028,74989.562531606
scnSOL,667,3.307612894,0.0,0.001401273,0.001401273,37.632378178
jito,666,13123181.6585026,-1539.738329216,207709.115206965,206169.376877749,13123456.8294418
mSOL Liquid,666,4871668.33073254,-95420.850036129,119999.353742575,24578.503706446,4871920.37222745
mSOL Native,666,2402506.46785365,-108643.726468391,187355.845536566,78712.119068175,2404737.82627741
bSOL,666,1887523.82855757,-10758.264662764,3903.273443806,-6854.991218958,1887556.03093691
mrgnLST,666,427984.531160814,0.0,265.420840412,265.420840412,427997.942366048
jSOL,666,303012.632122981,-32030.879108774,12973.819448029,-19057.059660745,303019.611773713
stSOL,666,75204.205601074,-133.117676357,12.768918664,-120.348757693,75204.232995634
scnSOL,666,3.306211621,0.0,0.001405738,0.001405738,37.630945308
jito,665,13112703.046119,-292364.893752398,226545.039072309,-65819.854680089,13112909.0161193
mSOL Liquid,665,4849283.02382765,0.0,7461.289155569,7461.289155569,4849677.91349352
mSOL Native,665,2261256.64170384,-110112.924324172,233217.255818236,123104.331494064,2263385.10945933
bSOL,665,1894378.84991747,-1022.745168166,912.289798229,-110.455369937,1894403.85322493
mrgnLST,665,427719.135847627,0.0,177.638042531,177.638042531,427728.783618482
jSOL,665,311802.219244166,-0.712135299,7754.529602415,7753.817467116,311808.923082713
stSOL,665,75324.554358767,-81.821990909,12.751949996,-69.070040913,75324.581753327
scnSOL,665,3.304805883,0.0,0.001424348,0.001424348,37.629505994
jito,664,12926282.6405291,-813944.899469514,238204.601636174,-575740.29783334,12926556.9002774
mSOL Liquid,664,4841970.09157882,-194162.593821485,96528.063916611,-97634.529904874,4842303.96770742
mSOL Native,664,2561102.17507354,-122017.134200899,422165.388891726,300148.254690827,2563436.77303322
bSOL,664,1894497.73601826,-9934.530507435,75459.91868997,65525.388182535,1894528.65331603
mrgnLST,664,427541.535022667,0.0,182.8713133,182.8713133,427555.3869238
jSOL,664,311670.477718345,-21640.180184765,22191.160931921,550.980747156,311677.270001115
stSOL,664,75393.62439968,-30.766143985,17.988949864,-12.777194121,75393.65179424
scnSOL,664,3.303381535,0.0,0.001416953,0.001416953,37.628054348
jito,663,12815325.5198085,-17992.558725765,62186.232743756,44193.674017991,12815625.0094036
mSOL Liquid,663,4940361.77494562,0.0,1147028.8199612,1147028.8199612,4940559.75500458
mSOL Native,663,2375345.34754012,-51917.418341452,440518.195343213,388600.777001761,2377706.46896545
bSOL,663,1828972.34961754,-636.97193117,692.545681234,55.573750064,1828975.81502938
mrgnLST,663,427358.665834137,-597.073759077,6.508981261,-590.564777816,427371.883838781
jSOL,663,305163.797922273,-12102.679633089,20425.738445603,8323.058812514,305171.905619016
stSOL,663,75406.401593801,-677.195953423,18.489210641,-658.706742782,75406.428988361
scnSOL,663,3.301964582,0.0,0.001424564,0.001424564,37.626604347
jito,662,12771131.8458409,-73388.123039061,100650.622252881,27262.49921382,12771366.309998
mSOL Liquid,662,4932711.47916305,0.0,1887224.46317368,1887224.46317368,4933005.91005441
mSOL Native,662,2110638.29273997,-1669.862547595,170693.437657163,169023.575109568,2113262.69419557
bSOL,662,1828916.77992298,-6539.986289671,41571.292500672,35031.306211001,1828937.82171612
mrgnLST,662,427949.230611953,-533.707782959,39.988680557,-493.719102402,427959.132065049
jSOL,662,301912.578542873,-24704.82131558,19813.31892545,-4891.50239013,301918.798502767
stSOL,662,76065.108336583,0.0,30.256530179,30.256530179,76065.135731143
scnSOL,662,3.300540018,0.0,0.001426839,0.001426839,37.62513379
jito,661,12743869.3507882,-23022.566732044,1009180.65790182,986158.091169773,12744168.4046402
mSOL Liquid,661,3153258.68193479,0.0,327680.660821893,327680.660821893,3153536.31806288
mSOL Native,661,2002999.17838552,-51785.095838794,496804.98548286,445019.889644066,2005622.00558619
bSOL,661,1837473.98413595,-94378.760704075,86456.475977217,-7922.284726858,1837501.16006821
mrgnLST,661,428442.950775825,-921.942554342,6.590655091,-915.351899251,428455.913781206
jSOL,661,302132.506764531,-24824.532599072,18269.058618009,-6555.473981063,302140.04556876
stSOL,661,76034.851806404,-299.162349567,5.343907307,-293.81844226,76034.879200964
scnSOL,661,3.299113179,0.0,0.00144244,0.00144244,37.623674301
jito,660,11757711.262744,-968213.26905947,99887.671121849,-868325.597937621,11757952.3852093
mSOL Liquid,660,4718269.90498383,0.0,127028.360243608,127028.360243608,4718483.73173303
mSOL Native,660,1990429.63943563,-46013.525127218,138097.667678791,92084.142551573,1993501.06540965
bSOL,660,1845392.03490062,-158.881296108,39367.944958394,39209.063662286,1845413.83231966
mrgnLST,660,429358.309313737,-173.111953368,39.886351737,-133.225601631,429367.649982466
jSOL,660,303301.592225663,-16557.533927464,23623.030106455,7065.496178991,303307.572075741
stSOL,660,76328.670248664,-273.259383295,0.0,-273.259383295,76328.697643224
scnSOL,660,3.297670739,0.0,0.001411777,0.001411777,37.622185774
jito,659,12626036.8627921,-5529.78721201,566463.028137158,560933.240925148,12626522.8252589
mSOL Liquid,659,4632548.35493523,-202275.015462788,1372986.26949535,1170711.25403256,4632602.59783582
mSOL Native,659,2009317.09943205,-118978.632041798,201138.78506559,82160.153023792,2012397.78977002
bSOL,659,1847209.91919219,-101831.15909702,72111.694344679,-29719.464752341,1847248.31830382
mrgnLST,659,429491.535975994,-419.768609348,151.176037511,-268.592571837,429509.630091663
jSOL,659,297876.22105328,-18648.347324328,12639.66551091,-6008.681813418,297887.477377771
stSOL,659,76601.929631959,-159.327698717,0.0,-159.327698717,76601.957026519
scnSOL,659,3.296258962,0.0,0.001415722,0.001415722,37.620741009
jito,658,12619979.2581212,-737635.831217732,549670.252845792,-187965.57837194,12620400.9198
mSOL Liquid,658,4967346.40746271,-529830.760111924,3889445.66618937,3359614.90607745,4968125.57506046
mSOL Native,658,2344326.77918239,-374119.867805694,488949.74166105,114829.873855356,2348478.27786267
bSOL,658,1876925.66608108,-50730.90625512,52725.618862633,1994.712607513,1876958.71529036
mrgnLST,658,429760.129612706,-77.056262826,11386.501656341,11309.445393515,429775.367470159
jSOL,658,308654.458425499,-7192.478138777,15668.087556255,8475.609417478,308664.092990291
stSOL,658,76761.257330676,-884.989758673,0.0,-884.989758673,76761.284725236
scnSOL,658,3.29484324,0.0,0.001417672,0.001417672,37.619259883
jito,657,12489081.6739891,-5837.418791705,517542.369472466,511704.950680761,12489641.6499874
mSOL Liquid,657,3075413.77316609,0.0,180031.615444984,180031.615444984,3075490.12319133
mSOL Native,657,2237526.06400433,-12986.19019473,75449.833225809,62463.643031079,2242125.03213024
bSOL,657,1874934.68421577,-57829.758813051,47166.08118564,-10663.677627411,1874981.34220854
mrgnLST,657,418450.693743288,-16.378617397,328.560014223,312.181396826,418470.458132749
jSOL,657,305474.983752712,-6987.647837455,12502.557656208,5514.909818753,305487.82284514
stSOL,657,77646.247089349,-400.333476949,10.497940415,-389.835536534,77646.274483909
scnSOL,657,3.293425568,0.0,0.001407262,0.001407262,37.617771206
jito,656,11977376.7244091,-15789.777192957,65860.115928613,50070.338735656,11978003.0768213
mSOL Liquid,656,2921889.41363791,-41545.316760571,67561.488604881,26016.17184431,2921977.56036622
mSOL Native,656,2450546.70689363,-592.251767703,29395.392413196,28803.140645493,2455430.3570297
bSOL,656,1885598.36495241,-50206.18585028,78596.793588933,28390.607738653,1885650.77928076
mrgnLST,656,418138.513405204,-176.998803562,180.700847989,3.702044427,418165.640139027
jSOL,656,307243.261069862,-13124.224602616,19842.512597073,6718.287994457,307258.379997317
stSOL,656,78036.082625883,-164.296634375,18.645826448,-145.650807927,78036.110020443
scnSOL,656,3.292018306,0.0,0.001414609,0.001414609,37.616293194
jito,655,11927306.3866744,-42250.947811124,29080.777012245,-13170.170798879,11927869.2924886
mSOL Liquid,655,4982278.02016187,-100836.454210105,20395.094271546,-80441.359938559,4982444.38994322
mSOL Native,655,2427901.57242002,-7201.074171191,32530.129124836,25329.054953645,2432702.43749593
bSOL,655,1857205.61826586,-49277.636853317,57426.83834348,8149.201490163,1857252.20400191
mrgnLST,655,418134.812423095,-492.113744395,318.538413472,-173.575330923,418160.685539812
jSOL,655,300342.951524165,-14373.940510943,27375.233749937,13001.293238994,300355.085646604
stSOL,655,78181.73343381,-350.037965976,13.175695862,-336.862270114,78181.76082837
scnSOL,655,3.290603697,0.0,0.001413141,0.001413141,37.614732569
jito,654,11940476.557482,-19812.150457041,96600.835505282,76788.685048241,11941355.8188261
mSOL Liquid,654,5063270.79474908,-100956.448110024,37576.075217911,-63380.372892113,5063528.0158604
mSOL Native,654,2438598.54646867,-21452.25125544,66415.91541258,44963.66415714,2443364.98672957
bSOL,654,1849055.1508564,-60780.160979746,9829.22317189,-50950.937807856,1849130.25147799
mrgnLST,654,418308.387754018,-4639.611505283,201.073932001,-4438.537573282,418350.94249258
jSOL,654,292613.129097017,-15796.144694602,19584.420417607,3788.275723005,292631.634648754
stSOL,654,78518.595703924,-3199.72590288,0.0,-3199.72590288,78518.623098484
scnSOL,654,3.289190556,0.0,0.001422706,0.001422706,37.613232898
jito,653,11863687.881989,-44540.588352826,21944.026186596,-22596.56216623,11864558.3806621
mSOL Liquid,653,5126651.1676412,-72042.966434888,52608.275612344,-19434.690822544,5126916.73422754
mSOL Native,653,2429490.35953368,-39162.882197821,117672.547189822,78509.664992001,2434180.83203076
bSOL,653,1900007.91068264,-42175.791193954,7883.641124489,-34292.150069465,1900081.849977
mrgnLST,653,422746.932620422,-6412.208066106,3309.300511264,-3102.907554842,422782.666400415
jSOL,653,298937.178823228,-23727.037990052,11824.994568336,-11902.043421716,298957.778456892
stSOL,653,81718.321606804,-6249.374597561,0.0,-6249.374597561,81718.349001364
scnSOL,653,3.28776785,0.0,0.001411344,0.001411344,37.611673112
jito,652,11886284.4464857,-26708.549772682,42930.484418397,16221.934645715,11886897.5281053
mSOL Liquid,652,5179229.02815272,-43524.704488663,121548.927200681,78024.222712018,5179450.67284522
mSOL Native,652,2420024.25567739,-17579.812340502,60945.82463698,43366.012296478,2424666.82195214
bSOL,652,1934301.33103635,-61115.81715694,93616.337528883,32500.520371943,1934353.02505215
mrgnLST,652,425849.844405418,-16250.002720702,8504.039248594,-7745.963472108,425871.813400097
jSOL,652,308531.585288108,-12875.465654759,28341.396848979,15465.93119422,308553.270775385
stSOL,652,87967.696204365,-18636.591316074,0.0,-18636.591316074,87967.723598925
scnSOL,652,3.286356506,0.0,0.001414663,0.001414663,37.610145962
jito,651,11870062.5234694,-92979.277787048,900414.174913865,807434.897126817,11870777.4212224
mSOL Liquid,651,5150156.71939792,-97233.58666615,52458.006979639,-44775.579686511,5150397.8083322
mSOL Native,651,2579644.41066106,-11040.265705353,91279.971420666,80239.705715313,2584275.37369957
bSOL,651,1901801.14788,-55667.216560648,21162.689870213,-34504.526690435,1901869.1047715
mrgnLST,651,433595.81421593,-5415.343873819,1.694394415,-5413.649479404,433631.267681371
jSOL,651,291920.668311075,-16293.519945317,29915.682828349,13622.162883032,291936.609316495
stSOL,651,106604.287520439,-1102.708061904,10.885146572,-1091.822915332,106604.314914999
scnSOL,651,3.284941843,0.0,0.001426015,0.001426015,37.608539558
jito,650,11062627.6527351,-867019.983578836,40565.573363725,-826454.410215111,11063724.803668
mSOL Liquid,650,5214519.37855291,-81787.149280581,93291.586666845,11504.437386264,5214888.62363609
mSOL Native,650,2529588.85676823,-12263.143875015,64868.18642672,52605.042551705,2534147.46583918
bSOL,650,1929942.73086359,-15268.130705385,16201.929063548,933.798358163,1930027.77571976
mrgnLST,650,439009.478486503,-1848.601236163,1.695637324,-1846.905598839,439050.528913538
jSOL,650,289303.970490734,-19552.946951859,22571.348252182,3018.401300323,289325.862701709
stSOL,650,107696.110435771,0.0,44.308263398,44.308263398,107829.820696056
scnSOL,650,3.283515828,0.0,0.001426945,0.001426945,37.607097285
jito,649,11889082.0694213,-37351.737370742,25900.27911878,-11451.458251962,11889875.7221073
mSOL Liquid,649,5209258.28179418,-91440.993024492,83062.196625035,-8378.796399457,5209521.40517136
mSOL Native,649,2513748.26823584,-49.31802542,24789.676950559,24740.358925139,2518188.33912228
bSOL,649,1940585.48002689,-16358.737371869,58830.572269921,42471.834898052,1940656.95245406
mrgnLST,649,440856.389359754,-635.082476314,143.29944246,-491.783033854,440901.014114789
jSOL,649,296812.588315311,-16991.494134756,60826.533189036,43835.03905428,296828.968041461
stSOL,649,107651.802172373,0.0,42.965003653,42.965003653,107778.246167636
scnSOL,649,3.282088883,0.0,0.001424799,0.001424799,37.605512642
jito,648,11900535.8331595,-815.128831359,46771.861953815,45956.733122456,11904061.1262716
mSOL Liquid,648,5246504.72815086,-61900.034507527,87954.502384174,26054.467876647,5246761.40892674
mSOL Native,648,2498712.02653801,-1365.953903642,33488.237332173,32122.283428531,2503039.96102662
bSOL,648,1898113.64314835,-3435.861259912,133891.523765911,130455.662505999,1898266.24696481
mrgnLST,648,441348.172393608,-3570.657853692,128.513135587,-3442.144718105,441375.63660628
jSOL,648,254777.974116274,-30740.085829638,1878.958277516,-28861.127552122,254808.904258212
stSOL,648,107608.83716872,0.0,44.422378633,44.422378633,107730.365515387
scnSOL,648,3.280664084,0.0,0.001436216,0.001436216,37.603925498
jito,647,11887735.969357,-174377.252632842,54147.880079618,-120229.372553224,11888248.7458742
mSOL Liquid,647,5234877.40310965,-96262.583134164,126672.084048404,30409.50091424,5235029.63441704
mSOL Native,647,2485686.09009414,-32056.951699762,83962.149245598,51905.197545836,2489706.35463639
bSOL,647,1897853.69925741,-50970.46743525,318769.473003262,267799.005568012,1897889.26404552
mrgnLST,647,444790.319198435,-7714.132900966,2.720176779,-7711.412724187,444811.918416009
jSOL,647,309859.572112971,-4437.763045732,4230.699975059,-207.063070673,309871.818326928
stSOL,647,107564.414790087,0.0,44.791172568,44.791172568,107682.044714114
scnSOL,647,3.279227868,0.0,0.001443955,0.001443955,37.602388094
jito,646,11836062.8603849,-50624.817735624,1011261.99825437,960637.180518744,11836446.4030715
mSOL Liquid,646,5251009.87785744,-103764.61521436,122072.171900388,18307.556686028,5251136.19672455
mSOL Native,646,2508748.28900012,-11014.0281632,70651.292666511,59637.264503311,2512821.30728136
bSOL,646,1821230.30545172,-276596.876466392,192189.800932139,-84407.075534253,1821260.11305745
mrgnLST,646,452501.731922622,-21800.343392714,1.695977199,-21798.647415515,452517.490962779
jSOL,646,310066.635183644,-4696.389207607,10646.725912127,5950.33670452,310076.279224807
stSOL,646,107519.623617519,-39.547670748,34.333695722,-5.213975026,107634.751593062
scnSOL,646,3.277783913,0.0,0.00142765,0.00142765,37.600867348
jito,645,10875425.677957,-8520.868244062,65841.877965339,57321.009721277,10875774.0391883
mSOL Liquid,645,5235451.42483335,-101036.129320637,78473.744298933,-22562.385021704,5235586.83660592
mSOL Native,645,2467567.34000004,-45.551867342,45188.084625636,45142.532758294,2471621.03353596
bSOL,645,1905501.08435481,-11198.769300787,660.320073389,-10538.449227398,1905543.91946736
mrgnLST,645,474300.382505184,-21075.108877886,1.716933362,-21073.391944524,474317.849061578
jSOL,645,304116.298479124,-9383.183074015,54.244801677,-9328.938272338,304125.788954053
stSOL,645,107524.837592545,0.0,44.553142619,44.553142619,107635.414221948
scnSOL,645,3.276356263,0.0,0.001444846,0.001444846,37.599373319
jito,644,10818104.6682357,-1051887.23039245,78211.084011844,-973676.146380611,10818529.5892496
mSOL Liquid,644,5261366.17104273,-101499.748261996,79361.165597687,-22138.582664309,5261533.19896522
mSOL Native,644,2428340.06723014,-10323.202792248,25003.285613446,14680.082821198,2432329.04279237
bSOL,644,1916039.53358221,-23053.776393812,8879.473795438,-14174.302598374,1916089.44425501
mrgnLST,644,495373.774449708,-33553.449614311,156.3341881,-33397.115426211,495396.968816108
jSOL,644,314917.887882467,-10407.71411422,1793.567014574,-8614.147099646,314930.406083733
stSOL,644,107480.284449926,-301.004438473,25.663872623,-275.34056585,107588.535384838
scnSOL,644,3.274911417,0.0,0.001428452,0.001428452,37.597874542
jito,643,11835475.7953363,-154506.875668155,1177950.07876446,1023443.2030963,11835697.5496155
mSOL Liquid,643,5287315.04841899,-105787.960667308,120270.037276682,14482.076609374,5287519.58792115
mSOL Native,643,2511648.71059371,-46436.843556093,100806.964099496,54370.120543403,2515654.1463054
bSOL,643,1930213.83718213,-80977.427649017,152143.261193821,71165.833544804,1930269.23521938
mrgnLST,643,528770.890875919,-58540.226232876,168.899515187,-58371.326717689,528800.030779374
jSOL,643,324942.508698779,-4249.500306426,7855.238134126,3605.7378277,324960.15329362
stSOL,643,107755.625015776,-761.819164133,22.393515494,-739.425648639,107861.032301001
scnSOL,643,3.273482965,0.0,0.001450998,0.001450998,37.59638148
jito,642,10652730.0500396,-997145.819813054,138355.812926232,-858790.006886822,10653091.9645621
mSOL Liquid,642,5272832.97180962,-102113.602792965,95279.669341892,-6833.933451073,5272960.72091531
mSOL Native,642,2534190.70795324,-71.140642812,60713.557010394,60642.416367582,2538190.04446777
bSOL,642,1859047.99663722,-9310.092601718,70007.810163528,60697.71756181,1859085.7946173
mrgnLST,642,587142.217593608,-4501.873128831,139.432327278,-4362.440801553,587163.862126981
jSOL,642,321336.770871079,-5007.43187535,4208.492352151,-798.939523199,321346.627382007
stSOL,642,108495.050664415,0.0,45.347493198,45.347493198,108596.025382676
scnSOL,642,3.272031967,0.0,0.001450586,0.001450586,37.594833328
jito,641,11518446.1692735,-145694.349972153,32661.057564329,-113033.292407824,11518450.2523087
mSOL Liquid,641,5290974.53475684,-105038.475411824,99552.534419489,-5485.940992335,5291106.63937942
mSOL Native,641,2507010.37459691,-19343.146200902,87678.364267221,68335.218066319,2510933.26859691
bSOL,641,1858729.59058967,-145543.727385617,62030.289506746,-83513.437878871,1858771.26749402
mrgnLST,641,591504.662612039,-2081.545496143,156.325356138,-1925.220140005,591526.938692944
jSOL,641,325031.342704432,-4308.427367299,6509.026345039,2200.59897774,325040.984458678
stSOL,641,108449.703171217,0.0,45.1503702,45.1503702,108548.669814258
scnSOL,641,3.270581381,0.0,0.001445682,0.001445682,37.593324629
jito,640,11631479.4647866,-13303.520270753,22986.901129091,9683.380858338,11631951.5091183
mSOL Liquid,640,5298157.43376427,-100142.474398003,70775.565508625,-29366.908889378,5298331.11986048
mSOL Native,640,2540568.88874166,-24605.804250426,62194.421115806,37588.61686538,2544477.79830671
bSOL,640,1942243.0245801,-178.990315283,11123.130535707,10944.140220424,1942294.18542414
mrgnLST,640,593429.883803217,-1679.537201528,159.888892379,-1519.648309149,593454.002472724
jSOL,640,322830.743726692,-6049.958481985,4307.814193034,-1742.144288951,322843.52948259
stSOL,640,108404.552801017,0.0,45.288821347,45.288821347,108501.082168956
scnSOL,640,3.269135699,0.0,0.001448434,0.001448434,37.591818291
jito,639,11621796.0849303,-130144.196373341,291247.037990292,161102.841616951,11622228.2865565
mSOL Liquid,639,5335428.32688742,-105343.627680826,97280.517123623,-8063.110557203,5335575.51524695
mSOL Native,639,2533574.13059815,-5930.503794429,53583.420890175,47652.917095746,2537457.29425617
bSOL,639,1931298.88546008,-120689.918595442,2894.816963561,-117795.101631881,1931343.21248112
mrgnLST,639,594949.533164081,-2538.482244183,635.806335135,-1902.675909048,594976.171506616
jSOL,639,324572.888015643,-5064.110066532,5463.217729698,399.107663166,324583.974467466
stSOL,639,108359.26397967,0.0,44.328051632,44.328051632,108452.871165407
scnSOL,639,3.267687265,0.0,0.001444127,0.001444127,37.590312208
jito,638,11656174.1506685,-2799.481036216,34462.775844877,31663.294808661,11656688.2241921
mSOL Liquid,638,5346576.10553291,-105644.941202837,107156.137546879,1511.196344042,5346742.98280458
mSOL Native,638,2612442.16380587,-12971.372954047,40694.194549156,27722.821595109,2616373.20837923
bSOL,638,2049093.98909664,-106926.846380761,110565.120472981,3638.27409222,2049148.25966834
mrgnLST,638,596852.209073129,-28.359250251,2478.775546065,2450.416295814,596875.383019781
jSOL,638,324173.780352477,-4916.39837025,6098.201763501,1181.803393251,324186.362233739
stSOL,638,108314.935928038,0.0,45.263192281,45.263192281,108405.08536597
scnSOL,638,3.266243138,0.0,0.0014503,0.0014503,37.588798971
jito,637,11624513.094705,-947.535334536,48511.056253423,47563.520918887,11625012.8700464
mSOL Liquid,637,5347048.01052367,0.0,64815.988929594,64815.988929594,5347218.01120479
mSOL Native,637,2640612.01482493,-14533.20170858,45586.235672318,31053.033963738,2644523.03235647
bSOL,637,2045455.71600442,-2056.814666508,40975.750167936,38918.935501428,2045507.82249937
mrgnLST,637,594401.793829004,0.0,1446.522633803,1446.522633803,594426.064451505
jSOL,637,323347.799967553,-20.156775992,5138.514708931,5118.357932939,323360.41008865
stSOL,637,108269.672735757,0.0,42.573656422,42.573656422,108355.861506305
scnSOL,637,3.264792838,0.0,0.001455664,0.001455664,37.587281951
jito,636,11576949.585515,-17880.763202818,193382.064784878,175501.30158206,11577536.5392202
mSOL Liquid,636,5342204.87722946,-213787.878457533,179423.390360995,-34364.488096538,5342406.0652198
mSOL Native,636,2707246.08159955,-40583.878955435,148573.083076964,107989.204121529,2711137.44921225
bSOL,636,2047944.28054713,-95612.10343147,122344.886719307,26732.783287837,2048000.61047202
mrgnLST,636,594130.123918939,-1.202721924,1461.084688002,1459.881966078,594162.463764739
jSOL,636,327462.009697291,-7488.494926428,9972.773836799,2484.278910371,327476.549255681
stSOL,636,108227.099079335,0.0,41.783642818,41.783642818,108310.463148027
scnSOL,636,3.263337174,0.0,0.00145826,0.00145826,37.585751597
jito,635,11398140.4516258,-48735.952463821,45761.944304859,-2974.008158962,11398660.5540639
mSOL Liquid,635,5377554.38765899,-76844.001619069,96127.843097923,19283.841478854,5377739.76911015
mSOL Native,635,2673296.84719526,-49.072291306,150258.496415848,150209.424124542,2677187.81979671
bSOL,635,2021211.50423247,-151379.272387621,71246.753785111,-80132.51860251,2021268.59904871
mrgnLST,635,592670.253462872,0.0,2372.462448503,2372.462448503,592697.408027096
jSOL,635,326392.518666092,-5535.039506669,6870.977442689,1335.93793602,326406.315506948
stSOL,635,117312.788354713,0.0,42.101025932,42.101025932,117393.026030837
scnSOL,635,3.261878914,0.0,0.001469036,0.001469036,37.584205622
jito,634,11351166.6765531,-3877.807128103,17594.364659345,13716.557531242,11351554.1380108
mSOL Liquid,634,5405693.04018187,-108152.425606394,132453.292964044,24300.86735765,5405842.08348833
mSOL Native,634,2611010.11514376,-24758.481908647,152262.449644819,127503.967736172,2614883.31777971
bSOL,634,2101344.02496006,-1601.638065417,3305.030557268,1703.392491851,2101393.14225512
mrgnLST,634,592403.659655853,-6503.281959844,263.128964584,-6240.15299526,592427.993625226
jSOL,634,326439.899691508,-6814.90390777,4585.007798115,-2229.896109655,326451.330298854
stSOL,634,117270.687328781,-0.109495756,45.468918845,45.359423089,117347.729080605
scnSOL,634,3.260409878,0.0,0.001449511,0.001449511,37.58265822
jito,633,11337527.8936547,-234345.623871495,1016646.19255831,782300.568686819,11337994.0071641
mSOL Liquid,633,5382673.76333557,-104975.652905548,95162.257073756,-9813.395831792,5382853.4854266
mSOL Native,633,2540895.63753133,-24019.370807999,56886.088615114,32866.717807115,2544774.64145886
bSOL,633,2099640.63446835,-98075.009581959,74531.946515117,-23543.063066842,2099701.72111352
mrgnLST,633,590244.21179935,0.0,264.339497926,264.339497926,590271.091405533
jSOL,633,328669.795801163,-4434.029724976,8621.760496582,4187.730771606,328683.435915565
stSOL,633,126269.591140917,0.0,45.75110831,45.75110831,126343.556145923
scnSOL,633,3.258960367,0.0,0.001456782,0.001456782,37.581140473
jito,632,10346826.8562446,-852920.437172448,122694.304294765,-730226.132877683,10347382.5044446
mSOL Liquid,632,5396211.62964393,-63933.177340074,327728.700385673,263795.523045599,5396421.48512105
mSOL Native,632,2636372.03810211,-20552.340505773,80919.232491804,60366.891986031,2640313.75523094
bSOL,632,2123183.70604807,-87514.266406926,24863.632877282,-62650.633529644,2123260.53623256
mrgnLST,632,589979.878599813,0.0,269.287964648,269.287964648,590015.998211431
jSOL,632,324846.463554659,-6978.57435473,5744.299065327,-1234.275289403,324861.870097126
stSOL,632,126223.840032607,0.0,47.695536331,47.695536331,126294.681432733
scnSOL,632,3.257503585,0.0,0.001467434,0.001467434,37.579596619
jito,631,11077216.7201072,-5875.191891883,105443.597996117,99568.406104234,11077770.326345
mSOL Liquid,631,5141644.90281169,-97426.751424919,38745.212668872,-58681.538756047,5141841.63009026
mSOL Native,631,2595565.75283631,-513.253704496,36538.927872346,36025.67416785,2599456.99687947
bSOL,631,2185834.3459349,-324.90898308,83739.755167434,83414.846184354,2185908.12452527
mrgnLST,631,589710.594833652,0.0,271.728702239,271.728702239,589747.141939725
jSOL,631,327688.594734686,-5555.295431155,7467.022548621,1911.727117466,327704.016156897
stSOL,631,126176.144496276,0.0,49.395503497,49.395503497,126243.415384453
scnSOL,631,3.256036151,0.0,0.001474146,0.001474146,37.578019179
jito,630,10977648.3160032,-6507.797254882,92650.930844795,86143.133589913,10978043.3127067
mSOL Liquid,630,5237899.9863618,-100125.423094287,114658.942071765,14533.518977478,5238038.6901495
mSOL Native,630,2604224.61075625,-41592.461230955,163206.941937226,121614.480706271,2608041.3964434
bSOL,630,2186378.05531893,-23854.192934672,139195.916030091,115341.723095419,2186426.74048399
mrgnLST,630,589438.867162886,0.0,253.669403938,253.669403938,589463.196981969
jSOL,630,325776.86761722,-7409.208898167,16477.953258453,9068.744360286,325786.868077288
stSOL,630,126126.748992779,-91.338684733,45.695159262,-45.643525471,126188.342054574
scnSOL,630,3.254562005,0.0,0.001464975,0.001464975,37.576434136
jito,629,10970200.5355382,-254675.049604462,90955.205748072,-163719.84385639,10970908.2480431
mSOL Liquid,629,5229224.5652531,0.0,57227.917454887,57227.917454887,5229480.89666261
mSOL Native,629,2649072.36160839,-9997.614136042,51667.790786122,41670.17665008,2652911.84721185
bSOL,629,2138354.21624962,-42971.572389604,164973.037272993,122001.464883389,2138443.27427251
mrgnLST,629,589185.19983356,0.0,289.061374497,289.061374497,589235.380270129
jSOL,629,317159.779234896,-10505.180067512,17039.045525411,6533.865457899,317176.264499831
stSOL,629,126172.39251825,0.0,54.43158196,54.43158196,126231.366191335
scnSOL,629,3.25309703,0.0,0.00149307,0.00149307,37.574904205
jito,628,10879622.0290319,-366277.981222986,67047.931095625,-299230.050127361,10880331.2010906
mSOL Liquid,628,5224809.43781628,-235464.447523016,148012.761160241,-87451.686362775,5225068.4795194
